Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Day,Month,Year,Dep_Hr,Dep_Min,Arr_Hr,Arr_Min,Duration_Hr,Duration_Min,Duration_bool
Jet Airways,27/03/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1:30,0,No Info,5678,27,MAR,2019,19,35,21,5,1,30.0,90.0
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30,9:30,1,No Info,13727,15,MAY,2019,16,0,1,30,9,30.0,570.0
IndiGo,12/05/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2:20,0,No Info,3858,12,MAY,2019,14,45,17,5,2,20.0,140.0
SpiceJet,24/06/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4:30,1,No Info,4812,24,JUN,2019,8,45,13,15,4,30.0,270.0
IndiGo,27/06/2019,Delhi,Cochin,DEL → LKO → COK,21:50,03:35,5:45,1,No Info,5775,27,JUN,2019,21,50,3,35,5,45.0,345.0
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45,24:10,1,In-flight meal not included,10539,6,JUN,2019,9,35,9,45,24,10.0,1450.0
IndiGo,3/06/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2:35,0,No Info,4804,3,JUN,2019,15,30,18,5,2,35.0,155.0
Air Asia,12/06/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2:45,0,No Info,3383,12,JUN,2019,11,10,13,55,2,45.0,165.0
IndiGo,03/03/2019,Banglore,New Delhi,BLR → HYD → DEL,12:10,17:05,4:55,1,No Info,8738,3,MAR,2019,12,10,17,5,4,55.0,295.0
Air India,27/03/2019,Delhi,Cochin,DEL → TRV → COK,05:15,06:50,25:35,1,No Info,7165,27,MAR,2019,5,15,6,50,25,35.0,1535.0
IndiGo,24/06/2019,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6:20,1,No Info,6412,24,JUN,2019,16,10,22,30,6,20.0,380.0
Jet Airways,27/06/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3:5,0,No Info,8016,27,JUN,2019,18,55,22,0,3,5.0,185.0
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,15:15,18:40,1,In-flight meal not included,11087,12,MAR,2019,20,35,15,15,18,40.0,1120.0
SpiceJet,27/06/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2:15,0,No check-in baggage included,3543,27,JUN,2019,9,45,12,0,2,15.0,135.0
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40,12:10,1,No Info,12471,12,JUN,2019,16,30,4,40,12,10.0,730.0
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,04:25,19:25,1,In-flight meal not included,10262,24,JUN,2019,9,0,4,25,19,25.0,1165.0
Air India,18/03/2019,Banglore,New Delhi,BLR → DEL,13:20,16:10,2:50,0,No Info,4441,18,MAR,2019,13,20,16,10,2,50.0,170.0
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,07:05,15:30,8:25,1,No Info,12537,27,MAR,2019,7,5,15,30,8,25.0,505.0
GoAir,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,22:25,07:40,9:15,1,No Info,10091,24,MAR,2019,22,25,7,40,9,15.0,555.0
Air India,3/06/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2:50,0,No Info,6961,3,JUN,2019,21,5,23,55,2,50.0,170.0
IndiGo,24/04/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3:15,0,No Info,5013,24,APR,2019,5,35,8,50,3,15.0,195.0
Air India,18/05/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2:50,0,No Info,6934,18,MAY,2019,5,10,8,0,2,50.0,170.0
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,06:40,19:00,12:20,1,No Info,10877,3,JUN,2019,6,40,19,0,12,20.0,740.0
Jet Airways,18/04/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2:55,0,No Info,7229,18,APR,2019,15,15,18,10,2,55.0,175.0
IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:35,9:35,1,No Info,7048,27,MAR,2019,16,0,1,35,9,35.0,575.0
Vistara,27/06/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2:35,0,No Info,4878,27,JUN,2019,17,0,19,35,2,35.0,155.0
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9:30,1,In-flight meal not included,10844,21,MAY,2019,14,5,23,35,9,30.0,570.0
Jet Airways,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25,29:20,2,No Info,15129,18,MAY,2019,23,5,4,25,29,20.0,1760.0
IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2:55,0,No Info,3943,12,MAY,2019,0,30,3,25,2,55.0,175.0
SpiceJet,6/06/2019,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5:15,1,No Info,5583,6,JUN,2019,6,5,11,20,5,15.0,315.0
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9:5,1,No Info,9646,6,JUN,2019,7,5,16,10,9,5.0,545.0
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,08:30,19:15,10:45,1,No Info,7677,3,JUN,2019,8,30,19,15,10,45.0,645.0
IndiGo,1/06/2019,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4:55,1,No Info,6842,1,JUN,2019,5,10,10,5,4,55.0,295.0
Jet Airways,24/06/2019,Mumbai,Hyderabad,BOM → HYD,08:45,10:15,1:30,0,In-flight meal not included,4995,24,JUN,2019,8,45,10,15,1,30.0,90.0
Vistara,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11:40,1,No Info,9555,9,JUN,2019,7,10,18,50,11,40.0,700.0
IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2:45,0,No Info,4077,1,JUN,2019,1,30,4,15,2,45.0,165.0
Jet Airways,12/05/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2:55,0,No Info,7229,12,MAY,2019,15,15,18,10,2,55.0,175.0
Air India,12/04/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2:45,0,No Info,5911,12,APR,2019,10,0,12,45,2,45.0,165.0
Air India,12/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10:15,1,No Info,8372,12,JUN,2019,9,0,19,15,10,15.0,615.0
Jet Airways,18/03/2019,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1:25,0,In-flight meal not included,4995,18,MAR,2019,7,10,8,35,1,25.0,85.0
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9:15,1,No Info,14323,9,MAY,2019,10,0,19,15,9,15.0,555.0
Jet Airways,9/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25,22:55,2,No Info,13014,9,JUN,2019,5,30,4,25,22,55.0,1375.0
Air India,6/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,19:15,28:50,2,No Info,13591,6,JUN,2019,14,25,19,15,28,50.0,1730.0
Jet Airways,3/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,18:50,37:25,2,No Info,18799,3,MAR,2019,5,25,18,50,37,25.0,2245.0
IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,23:30,02:20,2:50,0,No Info,3943,27,APR,2019,23,30,2,20,2,50.0,170.0
SpiceJet,21/05/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1:30,0,No check-in baggage included,1965,21,MAY,2019,5,45,7,15,1,30.0,90.0
Jet Airways,27/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1:30,0,In-flight meal not included,4995,27,MAY,2019,10,20,11,50,1,30.0,90.0
Air India,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,18:30,25:40,1,No Info,14641,24,MAR,2019,16,50,18,30,25,40.0,1540.0
Air India,12/04/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2:35,0,No Info,4460,12,APR,2019,20,45,23,20,2,35.0,155.0
Air India,18/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6:15,1,No Info,10191,18,MAY,2019,13,0,19,15,6,15.0,375.0
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,02:15,19:45,17:30,1,In-flight meal not included,13843,9,MAR,2019,2,15,19,45,17,30.0,1050.0
IndiGo,1/05/2019,Delhi,Cochin,DEL → LKO → COK,21:50,03:35,5:45,1,No Info,6349,1,MAY,2019,21,50,3,35,5,45.0,345.0
Air Asia,1/05/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2:35,0,No Info,4409,1,MAY,2019,10,20,12,55,2,35.0,155.0
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:45,25:30,1,No Info,17024,6,MAR,2019,18,15,19,45,25,30.0,1530.0
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13:55,1,No Info,13727,18,MAY,2019,7,5,21,0,13,55.0,835.0
IndiGo,15/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2:55,0,No Info,8855,15,MAR,2019,18,25,21,20,2,55.0,175.0
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10:15,1,No Info,12524,24,JUN,2019,8,45,19,0,10,15.0,615.0
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,20:20,8:40,1,No Info,13555,18,MAR,2019,11,40,20,20,8,40.0,520.0
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5:30,1,In-flight meal not included,10844,6,JUN,2019,6,30,12,0,5,30.0,330.0
SpiceJet,12/06/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2:15,0,No check-in baggage included,3543,12,JUN,2019,9,45,12,0,2,15.0,135.0
Vistara,18/03/2019,Chennai,Kolkata,MAA → CCU,07:05,09:20,2:15,0,No Info,4842,18,MAR,2019,7,5,9,20,2,15.0,135.0
IndiGo,24/04/2019,Banglore,Delhi,BLR → DEL,23:30,02:20,2:50,0,No Info,3943,24,APR,2019,23,30,2,20,2,50.0,170.0
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,04:25,9:10,1,In-flight meal not included,10577,9,JUN,2019,19,15,4,25,9,10.0,550.0
IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,21:00,10:25,1,No Info,6979,15,MAY,2019,10,35,21,0,10,25.0,625.0
Vistara,27/06/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2:20,0,No Info,11982,27,JUN,2019,17,45,20,5,2,20.0,140.0
SpiceJet,6/06/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4:30,1,No Info,5264,6,JUN,2019,8,45,13,15,4,30.0,270.0
Vistara,3/03/2019,Delhi,Cochin,DEL → COK,06:00,09:10,3:10,0,No Info,8001,3,MAR,2019,6,0,9,10,3,10.0,190.0
Air India,1/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15,23:30,2,No Info,10651,1,JUN,2019,19,45,19,15,23,30.0,1410.0
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,19:50,27:20,1,In-flight meal not included,10844,24,MAY,2019,16,30,19,50,27,20.0,1640.0
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → HYD → COK,09:45,22:20,12:35,1,No Info,6601,27,MAR,2019,9,45,22,20,12,35.0,755.0
Air India,21/03/2019,Delhi,Cochin,DEL → BOM → COK,19:00,19:15,24:15,1,No Info,6587,21,MAR,2019,19,0,19,15,24,15.0,1455.0
SpiceJet,21/03/2019,Mumbai,Hyderabad,BOM → HYD,13:10,14:30,1:20,0,No Info,3173,21,MAR,2019,13,10,14,30,1,20.0,80.0
Air India,9/05/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2:45,0,No Info,5228,9,MAY,2019,10,0,12,45,2,45.0,165.0
Jet Airways,3/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13:30,2,No Info,13014,3,JUN,2019,5,30,19,0,13,30.0,810.0
IndiGo,3/06/2019,Banglore,Delhi,BLR → DEL,22:10,01:00,2:50,0,No Info,3359,3,JUN,2019,22,10,1,0,2,50.0,170.0
GoAir,03/03/2019,Banglore,New Delhi,BLR → DEL,20:55,23:50,2:55,0,No Info,6722,3,MAR,2019,20,55,23,50,2,55.0,175.0
IndiGo,18/03/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2:45,0,No Info,4462,18,MAR,2019,9,35,12,20,2,45.0,165.0
IndiGo,9/03/2019,Delhi,Cochin,DEL → HYD → COK,04:55,16:10,11:15,1,No Info,6171,9,MAR,2019,4,55,16,10,11,15.0,675.0
Air India,21/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14:35,2,No Info,12303,21,MAY,2019,5,50,20,25,14,35.0,875.0
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,11:40,01:35,13:55,1,No Info,7695,21,MAR,2019,11,40,1,35,13,55.0,835.0
IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,01:30,14:5,1,No Info,5684,24,JUN,2019,11,25,1,30,14,5.0,845.0
Air India,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,07:55,15:5,1,No Info,8366,12,JUN,2019,16,50,7,55,15,5.0,905.0
Air India,1/03/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2:15,0,No Info,19630,1,MAR,2019,11,40,13,55,2,15.0,135.0
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05,12:55,1,No Info,14781,1,MAY,2019,21,10,10,5,12,55.0,775.0
Air India,1/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12:15,1,No Info,9929,1,JUN,2019,7,0,19,15,12,15.0,735.0
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:30,7:40,2,No Info,18275,6,JUN,2019,17,50,1,30,7,40.0,460.0
Air India,9/04/2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25,27:20,1,No Info,4487,9,APR,2019,6,5,9,25,27,20.0,1640.0
IndiGo,15/03/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1:25,0,No Info,2754,15,MAR,2019,21,20,22,45,1,25.0,85.0
Air India,27/03/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1:20,0,No Info,2575,27,MAR,2019,6,20,7,40,1,20.0,80.0
SpiceJet,12/06/2019,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5:30,1,No Info,8224,12,JUN,2019,15,55,21,25,5,30.0,330.0
Air India,9/03/2019,Delhi,Cochin,DEL → BLR → COK,20:30,08:15,11:45,1,No Info,8991,9,MAR,2019,20,30,8,15,11,45.0,705.0
IndiGo,24/06/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3:15,0,No Info,5000,24,JUN,2019,5,35,8,50,3,15.0,195.0
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50,24:55,1,In-flight meal not included,8529,12,JUN,2019,18,55,19,50,24,55.0,1495.0
Air India,3/03/2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25,27:20,1,No Info,14042,3,MAR,2019,6,5,9,25,27,20.0,1640.0
Jet Airways,24/05/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2:55,0,In-flight meal not included,4030,24,MAY,2019,11,10,14,5,2,55.0,175.0
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00,17:5,1,In-flight meal not included,10844,6,JUN,2019,18,55,12,0,17,5.0,1025.0
IndiGo,6/05/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05,2:40,0,No Info,4804,6,MAY,2019,21,25,0,5,2,40.0,160.0
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,12:35,27:35,1,In-flight meal not included,10262,24,JUN,2019,9,0,12,35,27,35.0,1655.0
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,04:25,7:30,1,In-flight meal not included,12898,27,MAY,2019,20,55,4,25,7,30.0,450.0
Air India,12/03/2019,Banglore,New Delhi,BLR → BOM → JDH → DEL,17:25,16:20,22:55,2,No Info,12778,12,MAR,2019,17,25,16,20,22,55.0,1375.0
IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,13:20,8:35,1,No Info,14871,3,MAR,2019,4,45,13,20,8,35.0,515.0
Air India,21/03/2019,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,19:15,29:55,2,No Info,8708,21,MAR,2019,13,20,19,15,29,55.0,1795.0
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15,22:15,1,In-flight meal not included,10844,6,JUN,2019,20,0,18,15,22,15.0,1335.0
SpiceJet,6/03/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:05,1:20,0,No Info,4129,6,MAR,2019,5,45,7,5,1,20.0,80.0
IndiGo,18/05/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05,2:40,0,No Info,4804,18,MAY,2019,21,25,0,5,2,40.0,160.0
Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,19:10,12:10,1,In-flight meal not included,7832,21,MAR,2019,7,0,19,10,12,10.0,730.0
SpiceJet,18/03/2019,Chennai,Kolkata,MAA → CCU,09:30,12:05,2:35,0,No Info,3859,18,MAR,2019,9,30,12,5,2,35.0,155.0
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11:45,1,No Info,9001,6,JUN,2019,7,30,19,15,11,45.0,705.0
Vistara,9/05/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2:35,0,No Info,4878,9,MAY,2019,17,0,19,35,2,35.0,155.0
IndiGo,3/05/2019,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1:30,0,No Info,2754,3,MAY,2019,2,35,4,5,1,30.0,90.0
Vistara,27/06/2019,Banglore,Delhi,BLR → DEL,07:00,09:40,2:40,0,No Info,4668,27,JUN,2019,7,0,9,40,2,40.0,160.0
Air Asia,12/05/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2:35,0,No Info,5216,12,MAY,2019,10,20,12,55,2,35.0,155.0
Jet Airways,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25,22:55,2,In-flight meal not included,10368,6,JUN,2019,5,30,4,25,22,55.0,1375.0
IndiGo,9/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,06:40,21:20,14:40,2,No Info,8146,9,MAR,2019,6,40,21,20,14,40.0,880.0
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,04:25,15:25,1,No Info,12242,27,MAR,2019,13,0,4,25,15,25.0,925.0
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,15:15,7:15,1,In-flight meal not included,9134,15,MAR,2019,8,0,15,15,7,15.0,435.0
Air India,6/06/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,09:25,20:10,2,No Info,10939,6,JUN,2019,13,15,9,25,20,10.0,1210.0
Air India,6/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,07:40,20:45,2,No Info,11753,6,JUN,2019,10,55,7,40,20,45.0,1245.0
SpiceJet,24/04/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2:30,0,No Info,4174,24,APR,2019,17,10,19,40,2,30.0,150.0
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,19:50,23:50,1,In-flight meal not included,10844,21,MAY,2019,20,0,19,50,23,50.0,1430.0
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5:30,1,In-flight meal not included,9899,12,JUN,2019,6,30,12,0,5,30.0,330.0
IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,09:10,21:00,11:50,1,No Info,14871,3,MAR,2019,9,10,21,0,11,50.0,710.0
IndiGo,6/03/2019,Chennai,Kolkata,MAA → CCU,13:20,15:35,2:15,0,No Info,7295,6,MAR,2019,13,20,15,35,2,15.0,135.0
Air India,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,19:15,24:30,2,No Info,13465,6,JUN,2019,18,45,19,15,24,30.0,1470.0
SpiceJet,21/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2:20,0,No check-in baggage included,3543,21,MAY,2019,17,45,20,5,2,20.0,140.0
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30,6:30,1,No Info,7198,27,JUN,2019,19,0,1,30,6,30.0,390.0
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,04:25,20:25,1,In-flight meal not included,10262,1,JUN,2019,8,0,4,25,20,25.0,1225.0
IndiGo,15/03/2019,Kolkata,Banglore,CCU → BLR,15:20,17:55,2:35,0,No Info,4148,15,MAR,2019,15,20,17,55,2,35.0,155.0
Jet Airways,27/06/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2:55,0,No Info,8016,27,JUN,2019,15,15,18,10,2,55.0,175.0
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25,5:35,1,In-flight meal not included,10262,9,JUN,2019,22,50,4,25,5,35.0,335.0
SpiceJet,15/06/2019,Kolkata,Banglore,CCU → BLR,14:55,17:25,2:30,0,No check-in baggage included,3841,15,JUN,2019,14,55,17,25,2,30.0,150.0
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → MAA → DEL,09:45,00:30,14:45,1,No Info,11507,12,MAR,2019,9,45,0,30,14,45.0,885.0
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12:20,1,No Info,14781,1,MAY,2019,8,25,20,45,12,20.0,740.0
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00,25:30,1,No Info,16079,27,MAY,2019,17,30,19,0,25,30.0,1530.0
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25,5:35,1,In-flight meal not included,12898,27,MAY,2019,22,50,4,25,5,35.0,335.0
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11:45,1,No Info,15353,6,MAR,2019,7,30,19,15,11,45.0,705.0
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2:55,0,No Info,7303,24,MAR,2019,18,25,21,20,2,55.0,175.0
SpiceJet,24/03/2019,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:45,5:40,1,No Info,6197,24,MAR,2019,15,5,20,45,5,40.0,340.0
Air India,9/06/2019,Kolkata,Banglore,CCU → BBI → BLR,09:10,13:15,4:5,1,No Info,8996,9,JUN,2019,9,10,13,15,4,5.0,245.0
GoAir,9/04/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2:45,0,No Info,4239,9,APR,2019,20,55,23,40,2,45.0,165.0
IndiGo,12/03/2019,Kolkata,Banglore,CCU → BLR,20:25,23:05,2:40,0,No Info,4148,12,MAR,2019,20,25,23,5,2,40.0,160.0
SpiceJet,24/05/2019,Banglore,Delhi,BLR → DEL,21:10,00:05,2:55,0,No Info,3971,24,MAY,2019,21,10,0,5,2,55.0,175.0
Air Asia,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,23:30,15:55,1,No Info,5192,6,MAY,2019,7,35,23,30,15,55.0,955.0
Jet Airways,9/04/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35,23:10,2,No Info,9483,9,APR,2019,13,25,12,35,23,10.0,1390.0
Jet Airways,3/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7:20,2,No Info,18804,3,JUN,2019,11,40,19,0,7,20.0,440.0
Air India,18/06/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2:50,0,No Info,5201,18,JUN,2019,5,10,8,0,2,50.0,170.0
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7:30,1,No Info,16079,27,MAY,2019,11,30,19,0,7,30.0,450.0
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:45,01:30,7:45,1,No Info,6795,27,MAY,2019,17,45,1,30,7,45.0,465.0
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,10:55,25:20,1,No Info,10953,9,MAY,2019,9,35,10,55,25,20.0,1520.0
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,01:30,10:25,2,No Info,15965,24,JUN,2019,15,5,1,30,10,25.0,625.0
Air India,9/04/2019,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15,30:20,2,No Info,9968,9,APR,2019,12,55,19,15,30,20.0,1820.0
IndiGo,6/06/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50,2:35,0,No Info,4804,6,JUN,2019,22,15,0,50,2,35.0,155.0
Jet Airways,12/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,12:35,15:10,2,In-flight meal not included,11507,12,JUN,2019,21,25,12,35,15,10.0,910.0
Air India,9/06/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,13:45,28:20,2,No Info,11542,9,JUN,2019,9,25,13,45,28,20.0,1700.0
Jet Airways,27/04/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2:45,0,In-flight meal not included,4544,27,APR,2019,6,0,8,45,2,45.0,165.0
IndiGo,15/05/2019,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4:55,1,No Info,6496,15,MAY,2019,5,10,10,5,4,55.0,295.0
IndiGo,15/06/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05,2:40,0,No Info,4804,15,JUN,2019,21,25,0,5,2,40.0,160.0
Air India,01/03/2019,Banglore,New Delhi,BLR → CCU → DEL,11:05,09:15,22:10,1,No Info,13439,1,MAR,2019,11,5,9,15,22,10.0,1330.0
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,04:25,10:10,1,In-flight meal not included,6540,27,MAR,2019,18,15,4,25,10,10.0,610.0
IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,23:30,02:20,2:50,0,No Info,4591,1,JUN,2019,23,30,2,20,2,50.0,170.0
IndiGo,18/03/2019,Banglore,New Delhi,BLR → HYD → DEL,16:15,20:35,4:20,1,No Info,4437,18,MAR,2019,16,15,20,35,4,20.0,260.0
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,12:35,22:35,1,In-flight meal not included,10262,24,JUN,2019,14,0,12,35,22,35.0,1355.0
Jet Airways,9/06/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3:5,0,No Info,8016,9,JUN,2019,18,55,22,0,3,5.0,185.0
SpiceJet,24/03/2019,Kolkata,Banglore,CCU → BLR,06:55,09:35,2:40,0,No check-in baggage included,4781,24,MAR,2019,6,55,9,35,2,40.0,160.0
Vistara,27/06/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,2:50,0,No Info,4668,27,JUN,2019,11,30,14,20,2,50.0,170.0
Air India,06/03/2019,Banglore,New Delhi,BLR → MAA → DEL,11:50,08:55,21:5,1,No Info,14594,6,MAR,2019,11,50,8,55,21,5.0,1265.0
